HOME


The Paramony
An internet version of Biblical References for The Urantia Book
by Duane Faw

Key to Column Headings

1  Pg.Ppg — Refers to page numbering in Urantia Foundation editions of The Urantia Book. Paragraphs are numbered with the first full paragraph from the top of the page and are numbered sequentially down the page.
2  P:S.p — Refers to Paper number, section number within the paper, and the paragraph number within the section. The P:S.p links to the referenced paragraph of the Standardized version of The Urantia Book.
3  Key Words — The words or concepts which, in the mind of the author, connect the Bible and The Urantia Book.
4  Bible Notation — Bible book, such as 1 Corinthians, chapter, and verse numbers. The Bible notation links to the referenced book, chapter and verse of the King James translation of the Bible.
5  Class — Categorizations for references in which:
S = "Same" — Both books recite the same incident.
R = "Refer" — One book quotes from, or refers to an incident contained in, the other.
C = "Compare" — One book relates matter which, although not the same as the other, is significant to reinforce, modify or contradict the other.
1 Pg.Ppg	2 P:S.p	3 Key Words	4 Bible Book Ch:Vs	5 Class
34:08-09	2:1.2	Resplendent in majesty, glory	1 Chronicles 29:11	C
34:08-09	2:1.2	Resplendent in majesty, glory	Isaiah 2:19	C
34:08-09	2:1.2	Resplendent in majesty, glory	Psalms 45:3	C
34:08-09	2:1.2	Glory of God+	Isaiah 42:8	C
34:08-09	2:1.2	Glory of God+	Isaiah 35:2	C
34:09	2:1.2	God is devoid of fear	Job 41:33	C
34:09-10	2:1.2	He is immortal, eternal	Romans 1:20	C
34:09-10	2:1.2	He is immortal, eternal	1 Timothy 1:16	C
34:10	2:1.2	God is Divine	2 Peter 1:3	C
34:10	2:1.2	God is self existent	Revelation 1:8	C
34:10	2:1.2	God is bountiful	Jeremiah 31:12	C
34:10	2:1.2	God is bountiful	Psalms 65:11	C
34:10	2:1.2	God is bountiful	Psalms 68:10	C
34:12	2:1.2	He imparts Himself to men	1 Corinthians 2:12	C
34:12	2:1.2	He imparts Himself to men	Ephesians 1:3	C
34:12	2:1.2	He imparts Himself to men	Psalms 84:11	C
34:12-13	2:1.2	He is the beginning and end	Revelation 1:8	C
34:12-13	2:1.2	He is the beginning and end	Revelation 21:6	C
34:12-13	2:1.2	He is the beginning and end	Revelation 22:13	C
34:12-13	2:1.2	He is the beginning and end	Revelation 2:8	C
34:12-13	2:1.2	He is the beginning and end	Isaiah 41:4	C
34:12-13	2:1.2	He is the beginning and end	Isaiah 44:6	C
34:12-13	2:1.2	He is the beginning and end	Isaiah 48:12	C
34:13	2:1.2	Father of good purpose	James 1:17	C
34:13-14	2:1.2	Pt 1: All things possible	Matthew 19:26	R
34:13-14	2:1.2	Pt 1: All things possible	Mark 10:27	R
34:13-14	2:1.2	Pt 1: All things possible	Luke 1:37	R
34:13-14	2:1.2	Pt 1: All things possible	Luke 18:27	R
34:13-14	2:1.2	Pt 1: All things possible	Mark 14:36	R
34:13-14	2:1.2	Pt 1: All things possible	Genesis 18:14	R
34:13-14	2:1.2	Pt 1: All things possible	Jeremiah 32:17	R
34:13-14	2:1.2	Pt 2: Cause of causes	Genesis 1:1	R
34:26	2:1.4	Sees the end from beginning	Isaiah 46:9	C
34:30-31	2:1.5	He inhabits eternity	Isaiah 57:15	C
34:30-31	2:1.5	He inhabits eternity	2 Esdras 8:20	C
34:31-32	2:1.5	He is the beginning and end	Revelation 1:8	C
34:31-32	2:1.5	He is the beginning and end	Revelation 21:6	C
34:31-32	2:1.5	He is the beginning and end	Revelation 22:13	C
34:31-32	2:1.5	He is the beginning and end	Isaiah 41:4	C
34:31-32	2:1.5	He is the beginning and end	Isaiah 44:6	C
34:31-32	2:1.5	He is the beginning and end	Isaiah 48:12	C
34:31-32	2:1.5	He is the beginning and end	Revelation 2:8	C
34:32-33	2:1.5	I AM	Exodus 3:14	C
35:28-29	2:1.11	In Him we live & move	Acts of the Apostles 17:28	R
35:36-37	2:2.1	Pt 1: God has life in himself	John 5:26	R
35:38	2:2.1	Gives to all life	Acts of the Apostles 17:25	R
35:36-37	2:2.1	Pt 2: And this life is eternal	1 John 5:11	R
35:36-37	2:2.1	Eternal life+	Galatians 6:8	C
35:36-37	2:2.1	Eternal life+	Jude 1:21	C
35:36-37	2:2.1	Eternal life+	John 3:15	C
35:36-37	2:2.1	Eternal life+	John 4:14	C
35:36-37	2:2.1	Eternal life+	John 5:24	C
35:36-37	2:2.1	Eternal life+	John 6:27	C
35:36-37	2:2.1	Eternal life+	John 6:54	C
35:36-37	2:2.1	Eternal life+	John 10:28	C
35:36-37	2:2.1	Eternal life+	John 12:25	C
35:36-37	2:2.1	Eternal life+	John 17:2	C
35:36-37	2:2.1	Eternal life+	Luke 10:25	C
35:36-37	2:2.1	Eternal life+	Luke 18:18	C
35:36-37	2:2.1	Eternal life+	Mark 10:17	C
35:36-37	2:2.1	Eternal life+	Matthew 19:16	C
35:36-37	2:2.1	Eternal life+	Matthew 25:46	C
35:36-37	2:2.1	Eternal life+	Romans 2:7	C
35:36-37	2:2.1	Eternal life+	Romans 5:21	C
35:36-37	2:2.1	Eternal life+	Titus 1:2	C
35:36-37	2:2.1	Eternal life+	Titus 3:7	C
35:36-37	2:2.1	Eternal life+	Daniel 12:2	C
35:36-37	2:2.1	Eternal life+	1 John 2:25	C
35:36-37	2:2.1	Eternal life+	1 John 3:15	C
35:36-37	2:2.1	Eternal life+	1 John 5:13	C
35:36-37	2:2.1	Eternal life+	1 Timothy 1:16	C
35:36-37	2:2.1	Eternal life+	1 Timothy 6:12	C
35:36-37	2:2.1	Eternal life+	John 11:25	C
35:36-37	2:2.1	Eternal life+	1 John 1:2	C
35:36-37	2:2.1	Eternal life+	Romans 6:22	C
35:36-37	2:2.1	Eternal life+	John 8:51	C
35:36-37	2:2.1	Eternal life+	Acts of the Apostles 13:46	C
35:36-37	2:2.1	Eternal life+	Revelation 22:5	C
35:38-39	2:2.1	I am Lord, change not	Malachi 3:6	R
35:40	2:2.1	Father of lights	James 1:17	C
35:41	2:2.1	No varibleness, changing	James 1:17	R
35:42	2:2.1	Declares end from beginning	Isaiah 46:10	R
35:42-43	2:2.1	My counsel shall stand	Isaiah 46:10	R
35:43-44	2:2.1	Eternal purpose	Ephesians 3:11	R
35:44-45	2:2.1	God is changeless	Isaiah 25:1	C
35:44-45	2:2.1	God is changeless	Malachi 3:6	C
35:47-48	2:2.2	God acts fully & forever	Ecclesiastes 3:14	R
36:01-02	2:2.2	God repents not (by nature)	Numbers 23:19	C
36:01-02	2:2.2	God repents not (by nature)	1 Samuel 15:29	C
36:01-02	2:2.2	God is said to repent+	Genesis 6:6	C
36:01-02	2:2.2	God is said to repent+	Exodus 32:14	C
36:01-02	2:2.2	God is said to repent+	Amos 7:3	C
36:01-02	2:2.2	God repents not (by choice)	Zechariah 8:14	C
36:01-02	2:2.2	God is said to repent+	Hebrews 7:21	C
36:01-02	2:2.2	God is said to repent+	Jeremiah 18:8	C
36:01-02	2:2.2	God is said to repent+	Jeremiah 26:19	C
36:01-02	2:2.2	God is said to repent+	Jeremiah 42:10	C
36:01-02	2:2.2	God is said to repent+	Judges 2:18	C
36:01-02	2:2.2	God is said to repent+	Jonah 3:10	C
36:01-02	2:2.2	God is said to repent+	Psalms 106:45	C
36:01-02	2:2.2	God is said to repent+	1 Chronicles 21:15	C
36:01-02	2:2.2	God is said to repent+	1 Samuel 15:35	C
36:01-02	2:2.2	God is said to repent+	2 Samuel 24:16	C
36:01-02	2:2.2	God repents not (by choice)	Ezekiel 24:14	C
36:01-02	2:2.2	God repents not (by choice)	Jeremiah 4:28	C
36:01-02	2:2.2	God repents not (by choice)	Psalms 110:4	C
36:02-03	2:2.2	God is immutable, infallible	Psalms 33:11	C
36:02-03	2:2.2	God is immutable, infallible	Hebrews 6:17	C
36:02-03	2:2.2	God is immutable, infallible	Jeremiah 32:18	C
36:03-04	2:2.2	God is timeless	Psalms 90:4	R
36:39	2:3.1	God is righteous in all ways	Psalms 145:17	R
36:40	2:3.1	God not acted without cause	Ezekiel 14:23	R
36:40-41	2:3.1	Judgments are true, righteous	Psalms 19:9	R
36:43-44	2:3.1	No iniquity in the Lord	2 Chronicles 19:7	R
36:43-44	2:3.1	God is no respecter of persons	Romans 2:11	C
36:43-44	2:3.1	God is no respecter of persons	Sirach 35:12	C
36:43-44	2:3.1	God is no respecter of persons	2 Chronicles 19:7	R
36:43-44	2:3.1	God is no respecter of persons	Galatians 3:28	C
36:43-44	2:3.1	God is no respecter of persons	Colossians 3:11	C
36:43-44	2:3.1	God is no respecter of persons	Acts of the Apostles 10:34	C
36:43-44	2:3.1	God is no respecter of persons	Ephesians 6:9	C
36:43-44	2:3.1	God is no respecter of persons	Galatians 2:6	C
36:43-44	2:3.1	God is no respecter of persons	Job 34:19	C
37:01-02	2:3.2	One reaps what one sows	Job 4:8	R
37:01-02	2:3.2	One reaps what one sows	Galatians 6:7	R
37:25-26	2:3.4	Extinction as punishment	Obadiah 1:16	C
38:08-09	2:4.1	God of compassion, mercy+	Psalms 86:15	R
38:08-09	2:4.1	God of compassion, mercy+	Psalms 145:8	R
38:09-10	2:4.1	Who calls on Lord is saved	Joel 2:32	R
38:09-10	2:4.1	Who calls on Lord is saved	Acts of the Apostles 2:21	R
38:09-10	2:4.1	Who calls on Lord is saved	Romans 10:13	R
38:09-10	2:4.1	Who calls on Lord is saved	Psalms 50:15	R
38:09-10	2:4.1	Who calls on Lord is saved	Zechariah 13:9	R
38:10	2:4.1	He will abundantly pardon	Isaiah 55:7	R
38:10-11	2:4.1	His mercy is everlasting+	Psalms 103:17	R
38:10-11	2:4.1	His mercy is everlasting+	Psalms 100:5	R
38:10-11	2:4.1	His mercy is everlasting+	Isaiah 54:8	R
38:11-12	2:4.1	His mercy endures forever+	Psalms 107:1	R
38:11-12	2:4.1	His mercy endures forever+	1 Chronicles 16:34	R
38:11-12	2:4.1	His mercy endures forever+	2 Chronicles 5:13	R
38:11-12	2:4.1	His mercy endures forever+	Psalms 118:1	R
38:11-12	2:4.1	His mercy endures forever+	Psalms 136:1	R
38:11-12	2:4.1	His mercy endures forever+	2 Chronicles 7:3	R
38:12-13	2:4.1	Lord executes loving-kindness	Jeremiah 9:24	R
38:13-14	2:4.1	Does not afflict willingly	Lamentations 3:33	R
38:14	2:4.1	Father of mercies	2 Corinthians 1:3	R
38:45	2:5.1	God is Love	1 John 4:8	R
39:01-02	2:5.1	Sun rises on evil and good	Matthew 5:45	R
39:04-05	2:5.2	The Father loves you	John 16:27	R
39:07	2:5.2	Whosoever will may come+	Matthew 16:24	C
39:07	2:5.2	Whosoever will may come+	Mark 8:34	C
39:07	2:5.2	Whosoever will may come+	Luke 9:23	C
39:07	2:5.2	Whosoever will may come+	Revelation 22:17	R
39:07	2:5.2	Whosoever will may come+	John 3:15	R
39:07	2:5.2	Whosoever will may come+	Acts of the Apostles 2:21	C
39:07	2:5.2	Whosoever will may come+	Acts of the Apostles 10:42	C
39:07	2:5.2	Whosoever will may come+	Acts of the Apostles 13:26	C
39:07	2:5.2	Whosoever will may come+	John 12:46	C
39:07	2:5.2	Whosoever will may come+	John 4:13	C
39:07	2:5.2	Whosoever will may come+	Joel 2:32	C
39:07	2:5.2	Whosoever will may come+	John 11:25	C
39:07	2:5.2	Whosoever will may come+	Luke 12:8	C
39:07	2:5.2	Whosoever will may come+	Mark 3:35	C
39:07	2:5.2	Whosoever will may come+	Matthew 7:24	C
39:07	2:5.2	Whosoever will may come+	Matthew 10:32	C
39:07	2:5.2	Whosoever will may come+	Matthew 12:50	C
39:07	2:5.2	Whosoever will may come+	Romans 9:33	C
39:07	2:5.2	Whosoever will may come+	1 John 2:23	C
39:07	2:5.2	Whosoever will may come+	1 John 4:15	C
39:07	2:5.2	Whosoever will may come+	1 John 5:1	C
39:07	2:5.2	Whosoever will may come+	Luke 6:47	C
39:07	2:5.2	Whosoever will may come+	Psalms 50:15	C
39:07	2:5.2	Whosoever will may come+	Romans 10:13	C
39:07	2:5.2	Whosoever will may come+	Zechariah 13:9	C
39:07-08	2:5.2	Would all men be saved	1 Timothy 2:4	R
39:08-09	2:5.2	Not willing any should perish	2 Peter 3:9	R
39:12-13	2:5.3	Chasten us for own profit	Hebrews 12:10	R
39:14	2:5.3	In our afflctions he is afflicted	Isaiah 63:9	R
39:14	2:5.3	In our afflctions he is afflicted	Isaiah 53:5	R
39:16	2:5.4	God will abundantly pardon	Isaiah 55:7	R
39:16-18	2:5.4	God blots out sins	Isaiah 43:25	R
39:18-19	2:5.4	What manner of love...sons	1 John 3:1	R
39:19	2:5.4	We are sons of God+	Galatians 4:5	C
39:19	2:5.4	We are sons of God+	John 1:12	C
39:19	2:5.4	We are sons of God+	Isaiah 56:5	C
39:19	2:5.4	We are sons of God+	Romans 8:14	C
39:19	2:5.4	We are sons of God+	Galatians 3:26	C
39:19	2:5.4	We are sons of God+	John 11:52	C
39:19	2:5.4	We are sons of God+	Ephesians 1:5	C
39:19	2:5.4	We are sons of God+	Luke 20:36	C
39:19	2:5.4	We are sons of God+	Matthew 5:9	C
39:19	2:5.4	We are sons of God+	Philippians 2:15	C
39:19	2:5.4	We are sons of God+	Revelation 21:7	C
39:19	2:5.4	We are sons of God+	Romans 9:26	C
39:19	2:5.4	We are sons of God+	1 John 3:1	C
39:19	2:5.4	We are sons of God+	Acts of the Apostles 17:28	C
39:19	2:5.4	We are sons of God+	1 John 5:2	C
39:19	2:5.4	We are sons of God+	2 Corinthians 6:18	C
39:19	2:5.4	We are sons of God+	Hebrews 12:5	C
39:19	2:5.4	We are sons of God+	Psalms 2:7	C
39:19	2:5.4	We are sons of God+	1 Chronicles 22:10	C
39:19	2:5.4	We are sons of God+	2 Samuel 7:14	C
39:29-30	2:5.6	Great gulf between you & God	Luke 16:26	C
39:32-33	2:5.6	God's spirit in you (T/A)+	Ezekiel 37:14	C
39:32-33	2:5.6	God's spirit in you (T/A)+	1 Corinthians 3:16	C
39:32-33	2:5.6	God's spirit in you (T/A)+	Romans 8:9	C
39:32-33	2:5.6	God's spirit in you (T/A)+	Job 32:8	C
39:32-33	2:5.6	God's Spirit in you (T/A)+	1 John 4:12	C
39:32-33	2:5.6	God's spirit in you (T/A)+	Matthew 10:20	C
39:32-33	2:5.6	God's spirit in you (T/A)+	Luke 17:21	C
39:32-33	2:5.6	God's Spirit in you (T/A)+	1 Corinthians 6:19	C
39:32-33	2:5.6	God's spirit in you (T/A)+	1 John 3:24	C
39:32-33	2:5.6	God's Spirit in you (T/A)+	2 Corinthians 6:16	C
39:32-33	2:5.6	God's spirit in you (T/A)+	Revelation 21:3	C
39:32-33	2:5.6	God's spirit in you (T/A)+	Isaiah 63:10	C
39:32-33	2:5.6	God's spirit in you (T/A)+	Galatians 2:20	C
39:32-33	2:5.6	God's spirit in you (T/A)+	John 17:21	C
39:38	2:5.7	God's goodness+	Exodus 34:6	C
39:38	2:5.7	God's goodness+	Romans 2:4	C
39:38	2:5.7	Lovingkindness+	Psalms 17:7	C
39:38	2:5.7	Lovingkindness+	Jeremiah 9:24	C
39:38	2:5.7	Lovingkindness+	Hosea 2:19	C
39:40	2:5.7	God is merciful+	2 Chronicles 30:9	C
39:40	2:5.7	God is merciful+	Deuteronomy 4:31	C
39:40	2:5.7	God is merciful+	Hebrews 8:12	C
39:40	2:5.7	God is merciful+	Jeremiah 3:12	C
39:40	2:5.7	God is merciful+	Psalms 103:8	C
39:40	2:5.7	God is merciful+	Psalms 116:5	C
39:40	2:5.7	God is merciful+	Psalms 117:2	C
39:40	2:5.7	God is merciful+	Deuteronomy 5:10	C
39:40	2:5.7	God is merciful+	Exodus 20:6	C
39:40	2:5.7	God is merciful+	Isaiah 54:8	C
39:40	2:5.7	God is merciful+	Isaiah 55:7	C
39:40	2:5.7	God is merciful+	Micah 7:18	C
39:40	2:5.7	God is merciful+	Numbers 14:18	C
39:40	2:5.7	God is merciful+	Psalms 100:5	C
39:40	2:5.7	God is merciful+	Psalms 107:1	C
39:40	2:5.7	God is merciful+	Psalms 118:1	C
39:40	2:5.7	God is merciful+	Psalms 136:1	C
39:40	2:5.7	God is merciful+	1 Chronicles 16:34	C
39:40	2:5.7	God is merciful+	2 Chronicles 5:13	C
39:40	2:5.7	God is merciful+	2 Chronicles 7:3	C
39:40	2:5.7	God is merciful+	Ezra 3:11	C
39:40	2:5.7	God is merciful+	Psalms 86:15	C
39:40	2:5.7	God is merciful+	Psalms 145:8	C
39:40	2:5.7	God is merciful+	Psalms 25:6	C
39:40	2:5.7	God is merciful+	Psalms 36:5	C
40:12	2:5.10	God is Love	1 John 4:8	C
41:01	2:6.3	Goodness of God+	Romans 2:4	R
41:01	2:6.3	Goodness of God+	Exodus 34:6	C
41:02	2:6.3	Every good & perfect gift	James 1:17	R
41:03	2:6.3	Pt 1: God is good+	Nahum 1:7	R
41:03	2:6.3	Pt 1: God is good+	Psalms 73:1	R
41:03	2:6.3	Pt 1: God is good+	Psalms 34:8	R
41:03	2:6.3	Pt 1: God is good+	Lamentations 3:25	R
41:03	2:6.3	Pt 1: God is good+	Jeremiah 33:11	R
41:03	2:6.3	Pt 2: God is our refuge+	Deuteronomy 33:27	R
41:03-04	2:6.3	God is merciful & gracious+	Exodus 34:6	R
41:05	2:6.3	Taste and see / blessed	Psalms 34:8	R
41:05	2:6.3	Blessed is he who trusts	Psalms 2:12	R
41:05	2:6.3	Blessed is he who trusts	Psalms 40:4	R
41:05	2:6.3	Blessed is he who trusts	Psalms 84:12	R
41:05	2:6.3	Blessed is he who trusts	Jeremiah 17:7	R
41:05-06	2:6.3	Pt 1: Lord is gracious+	Psalms 111:4	R
41:05-06	2:6.3	Pt 1: Lord is gracious+	Psalms 145:8	R
41:05-06	2:6.3	Pt 2: God of salvation+	Psalms 68:19	R
41:06	2:6.3	God of salvation+	Micah 7:7	C
41:06	2:6.3	God of salvation+	Habakkuk 3:18	C
41:06	2:6.3	God of salvation+	Exodus 15:2	C
41:06	2:6.3	God of salvation+	1 Chronicles 16:35	C
41:06	2:6.3	God of salvation+	Job 13:16	C
41:06	2:6.3	God of salvation+	Psalms 18:2	C
41:06	2:6.3	God of salvation+	Isaiah 12:2	C
41:06	2:6.3	God of salvation+	Philippians 1:19	C
41:06	2:6.3	God of salvation+	Isaiah 17:10	C
41:06	2:6.3	God of salvation+	2 Samuel 22:3	C
41:06	2:6.3	God of salvation+	Psalms 24:5	C
41:06	2:6.3	God of salvation+	Psalms 25:5	C
41:06	2:6.3	God of salvation+	Psalms 27:9	C
41:06	2:6.3	God of salvation+	Psalms 51:14	C
41:06	2:6.3	God of salvation+	Psalms 65:5	C
41:06	2:6.3	God of salvation+	Psalms 79:9	C
41:06	2:6.3	God of salvation+	Psalms 85:4	C
41:06	2:6.3	God of salvation+	Psalms 88:1	C
41:06-08	2:6.3	Pt 1: He heals brokenhearted	Psalms 147:3	R
41:06-08	2:6.3	Pt 2: God is all-powerful	1 Chronicles 29:11	R
41:06-08	2:6.3	Pt 2: God is all-powerful	Zephaniah 3:17	C
42:41-42	2:7.6	Spiritual flavor	Psalms 34:8	C
42:41-42	2:7.6	Spiritual flavor	Psalms 119:103	C
44:05-06	3:0.1	God gives life through sons	1 John 5:11	R
44:05-06	3:0.1	Everlasting life+	John 3:15	C
44:05-06	3:0.1	Everlasting life+	Daniel 12:2	C
44:05-06	3:0.1	Everlasting life+	John 5:24	C
44:05-06	3:0.1	Everlasting life+	John 6:27	C
44:05-06	3:0.1	Everlasting life+	John 11:25	C
44:05-06	3:0.1	Everlasting life+	Acts of the Apostles 13:46	C
44:05-06	3:0.1	Everlasting life+	Galatians 6:8	C
44:05-06	3:0.1	Everlasting life+	Jude 1:21	C
44:05-06	3:0.1	Everlasting life+	John 4:14	C
44:05-06	3:0.1	Everlasting life+	John 6:54	C
44:05-06	3:0.1	Everlasting life+	John 10:28	C
44:05-06	3:0.1	Everlasting life+	John 12:25	C
44:05-06	3:0.1	Everlasting life+	John 17:2	C
44:05-06	3:0.1	Everlasting life+	Luke 10:25	C
44:05-06	3:0.1	Everlasting life+	Luke 18:18	C
44:05-06	3:0.1	Everlasting life+	Matthew 19:16	C
44:05-06	3:0.1	Everlasting life+	Matthew 25:46	C
44:05-06	3:0.1	Everlasting life+	Romans 6:22	C
44:05-06	3:0.1	Everlasting life+	Romans 2:7	C
44:05-06	3:0.1	Everlasting life+	Romans 5:21	C
44:05-06	3:0.1	Everlasting life+	Titus 1:2	C
44:05-06	3:0.1	Everlasting life+	Titus 3:7	C
44:05-06	3:0.1	Everlasting life+	1 John 1:2	C
44:05-06	3:0.1	Everlasting life+	1 John 2:25	C
44:05-06	3:0.1	Everlasting life+	1 John 3:15	C
44:05-06	3:0.1	Everlasting life+	1 John 5:13	C
44:05-06	3:0.1	Everlasting life+	1 Timothy 1:16	C
44:05-06	3:0.1	Everlasting life+	1 Timothy 6:12	C
44:05-06	3:0.1	Everlasting life+	Mark 10:17	C
44:05-06	3:0.1	Everlasting life+	John 8:51	C
44:05-06	3:0.1	Everlasting life+	Revelation 22:5	C
44:26-27	3:1.1	In heaven above, earth below	Joshua 2:11	R
44:26-27	3:1.1	In heaven above, earth below	Deuteronomy 3:24	R
44:26-27	3:1.1	In heaven above, earth below	Deuteronomy 4:39	R
44:27-28	3:1.1	Where go to avoid God?	Psalms 139:7	R
44:29-30	3:1.2	God at hand & far away	Jeremiah 23:23	R
44:31	3:1.2	God fills all in all	Ephesians 1:23	R
44:31	3:1.2	God fills all in all	Ephesians 4:10	R
44:32	3:1.2	God works all in all	1 Corinthians 12:6	R
44:33-34	3:1.2	Heaven of heavens	1 Kings 8:27	R
44:33-34	3:1.2	Heaven of heavens	2 Chronicles 2:6	R
44:33-34	3:1.2	Heaven of heavens	Deuteronomy 10:14	C
44:33-34	3:1.2	Heaven of heavens	Nehemiah 9:6	C
44:33-34	3:1.2	Heaven of heavens	Psalms 148:4	C
44:33-34	3:1.2	Heaven of heavens	2 Chronicles 6:18	R
44:34	3:1.2	God is all and in all	Colossians 3:11	R
44:34	3:1.2	God is all and in all	Ephesians 4:6	C
44:34	3:1.2	God is all and in all	Acts of the Apostles 17:28	C
44:34	3:1.2	God is all and in all	Colossians 1:17	C
44:34	3:1.2	God is all and in all	Ephesians 1:23	C
44:34	3:1.2	God is all and in all	Hebrews 2:10	C
44:34	3:1.2	God is all and in all	Romans 11:36	C
44:34	3:1.2	God is all and in all	1 Corinthians 8:6	C
44:34	3:1.2	God is all and in all	1 Corinthians 12:6	C
44:34	3:1.2	God is all and in all	1 Corinthians 15:28	C
45:03-05	3:1.3	He goes from heaven	Psalms 19:6	R
45:06-08	3:1.4	Pt 1: He lives in us+	1 John 4:13	R
45:06-07	3:1.4	He lives in us+	Romans 8:9	R
45:06-07	3:1.4	He lives in us+	Revelation 21:3	R
45:06-07	3:1.4	He lives in us+	Luke 17:21	R
45:06-07	3:1.4	He lives in us+	1 Corinthians 3:16	R
45:06-07	3:1.4	He lives in us+	1 Corinthians 6:19	R
45:06-07	3:1.4	He lives in us+	1 John 4:12	R
45:06-07	3:1.4	He lives in us+	Matthew 10:20	R
45:06-07	3:1.4	He lives in us+	Ezekiel 37:14	R
45:06-07	3:1.4	He lives in us+	2 Corinthians 6:16	R
45:06-07	3:1.4	He lives in us+	Job 32:8	R
45:06-07	3:1.4	He lives in us+	Isaiah 63:10	R
45:06-07	3:1.4	He lives in us+	Galatians 2:20	R
45:06-07	3:1.4	He lives in us+	John 17:21	R
45:06-07	3:1.4	He lives in us+	1 John 3:24	R
45:06-07	3:1.4	He lives in us+	Ezekiel 36:27	R
45:06-07	3:1.4	He lives in us+	2 Timothy 1:14	R
45:07-08	3:1.4	He will not forsake	Deuteronomy 31:6	C
45:07-08	3:1.4	He will not forsake	Deuteronomy 4:31	C
45:07-08	3:1.4	He will not forsake	1 Samuel 12:22	C
45:07-08	3:1.4	He will not forsake	1 Kings 6:13	C
45:06-08	3:1.4	Pt 2: Gift close companion	Romans 6:23	R
45:07-08	3:1.4	Gift from Father	2 Corinthians 9:15	C
45:08-09	3:1.4	Ever-present God	Psalms 46:1	R
45:08-09	3:1.4	Ever-present God	Luke 17:21	R
45:08-09	3:1.4	Ever-present God	Matthew 28:20	R
45:12	3:1.4	Pt 3: Spirit speaks from within	Acts of the Apostles 2:4	R
45:12	3:1.4	Pt 3: Spirit speaks from within	John 3:34	R
45:12	3:1.4	Pt 3: Spirit speaks from within	Matthew 10:20	R
45:12	3:1.4	Pt 3: Spirit speaks from within	Ezekiel 36:27	R
45:11-12	3:1.4	Pt 1: God not far off	Jeremiah 23:23	R
45:11-12	3:1.4	Pt 2: A part of us	1 John 4:4	R
45:12-13	3:1.4	Pt 1: Father lives in child	John 14:10	R
45:13	3:1.4	Pt 2: God always with us	Matthew 28:20	R
45:13	3:1.4	Pt 3: Guiding spirit	John 14:16	R
45:14	3:1.5	You are of God	1 John 4:4	R
45:14	3:1.5	You are of God	1 John 5:19	R
45:14-15	3:1.5	Dwell in love, dwell in God	1 John 4:16	R
45:34-35	3:1.7	All things in Him consist	Colossians 1:15	C
46:27-28	3:1.12	God "not a man"	Numbers 23:19	C
46:27-28	3:1.12	God "not a man"	1 Samuel 15:29	C
46:32-33	3:1.12	God is no respecter of persons	Acts of the Apostles 10:34	C
46:32-33	3:1.12	God is no respecter of persons	Ephesians 6:9	C
46:32-33	3:1.12	God is no respecter of persons	Galatians 2:6	C
46:32-33	3:1.12	God is no respecter of persons	Job 34:19	C
46:32-33	3:1.12	God is no respecter of persons	Romans 2:11	C
46:32-33	3:1.12	God is no respecter of persons	Sirach 35:12	C
46:32-33	3:1.12	God is no respecter of persons	2 Chronicles 19:7	C
46:32-33	3:1.12	God is no respecter of persons	Galatians 3:28	C
46:32-33	3:1.12	God is no respecter of persons	Colossians 3:11	C
46:37	3:2.1	God omnipotent reigns	Revelation 19:6	R
46:38-39	3:2.1	Does according to His will	Daniel 4:35	R
46:40	3:2.1	No power but of God	Romans 13:1	R
46:40	3:2.1	No power but of God	John 19:11	R
46:42	3:2.2	With God all things possible	Matthew 19:26	R
46:42	3:2.2	With God all things possible	Mark 10:27	R
46:42	3:2.2	With God all things possible	Luke 1:37	R
46:42	3:2.2	With God all things possible	Luke 18:27	R
46:42	3:2.2	With God all things possible	Mark 14:36	R
46:42	3:2.2	With God all things possible	Genesis 18:14	R
46:42	3:2.2	With God all things possible	Jeremiah 32:27	R
46:46	3:2.2	Only one lawgiver	James 4:12	C
47:10	3:2.4	A way for lightning	Job 38:25	R
47:10	3:2.4	A way for lightning	Job 28:26	R
47:20	3:2.5	Source of all things	Isaiah 34:1	C
47:20	3:2.5	Source of all things	Jeremiah 10:16	C
47:20	3:2.5	Source of all things	John 1:3	C
47:20	3:2.5	Source of all things	Jeremiah 51:19	C
48:06	3:2.9	Family of God+	Romans 8:16	C
48:43	3:3.1	God knows all things	1 John 3:20	R
48:45-46	3:3.1	He who balances the clouds	Job 37:16	R
48:46	3:3.1	# 1: Perfect in knowledge	Job 37:16	R
48:46	3:3.1	# 1: Perfect in knowledge	Job 36:4	R
48:46	3:3.1	# 2: Eyes of Lord every place	Proverbs 15:3	R
48:46	3:3.1	# 2: Eyes of Lord every place	1 Peter 3:12	R
48:47-48	3:3.1	Sparrow not fall	Matthew 10:29	R
48:47-48	3:3.1	Sparrow not fall	Luke 12:6	R
49:01-02	3:3.1	Hairs are numbered	Matthew 10:30	R
49:01-02	3:3.1	Hairs are numbered	Luke 12:7	R
49:02-03	3:3.1	Number and name of stars	Psalms 147:4	R
49:02-03	3:3.1	Number and name of stars	Isaiah 40:26	R
49:06-08	3:3.2	I know their sorrows	Exodus 3:7	R
49:08-10	3:3.2	Lord looks from heaven	Psalms 33:13	R
49:10-11	3:3.2	He knows the way I take	Job 23:10	R
49:11-13	3:3.2	God knows doing & thinking	Psalms 139:2	R
49:13-14	3:3.2	All things are open & naked	Hebrews 4:13	R
